FirstName,LastName,MI,DOB,Gender,PhoneType,PhoneNo,Status,AgeGroup
Auto,AAFOS,S,'01181991,M,Mobile,7777701782,OLD,Major
Auto,AAFOT,T,'01191991,M,Mobile,7777701783,OLD,Major
Auto,AAFOU,U,'01201991,F,Mobile,7777701784,OLD,Major
Auto,AAFOV,V,'01211991,F,Mobile,7777701785,OLD,Major
Auto,AAFOW,W,'01221991,M,Mobile,7777701786,OLD,Major
Auto,AAFOX,X,'01231991,M,Mobile,7777701787,OLD,Major
Auto,AAFOY,Y,'01241991,F,Mobile,7777701788,OLD,Major
Auto,AAFOZ,Z,'01251991,M,Mobile,7777701789,OLD,Major
Auto,AAFPA,A,'01261991,F,Mobile,7777701790,OLD,Major
Auto,AAFPB,B,'01271991,F,Mobile,7777701791,OLD,Major
Auto,AAFPC,C,'01281991,M,Mobile,7777701792,OLD,Major
Auto,AAFPD,D,'01291991,M,Mobile,7777701793,OLD,Major
Auto,AAFPE,E,'01301991,F,Mobile,7777701794,OLD,Major
Auto,AAFPF,F,'01311991,F,Mobile,7777701795,OLD,Major
Auto,AAFPG,G,'02011991,M,Mobile,7777701796,OLD,Major
Auto,AAFPH,H,'02021991,M,Mobile,7777701797,OLD,Major
Auto,AAFPI,I,'02031991,F,Mobile,7777701798,OLD,Major
Auto,AAFPJ,J,'02041991,M,Mobile,7777701799,OLD,Major
Auto,AAFPK,K,'02051991,F,Mobile,7777701800,OLD,Major
Auto,AAFPL,L,'02061991,F,Mobile,7777701801,OLD,Major
Auto,AAFPM,M,'02071991,M,Mobile,7777701802,OLD,Major
Auto,AAFPN,N,'02081991,M,Mobile,7777701803,OLD,Major
Auto,AAFPO,O,'02091991,F,Mobile,7777701804,OLD,Major
Auto,AAFPP,P,'02101991,F,Mobile,7777701805,OLD,Major
Auto,AAFPQ,Q,'02111991,M,Mobile,7777701806,OLD,Major
Auto,AAFPR,R,'02121991,M,Mobile,7777701807,OLD,Major
Auto,AAFPS,S,'02131991,F,Mobile,7777701808,OLD,Major
Auto,AAFPT,T,'02141991,M,Mobile,7777701809,OLD,Major
Auto,AAFPU,U,'02151991,F,Mobile,7777701810,OLD,Major
Auto,AAFPV,V,'02161991,F,Mobile,7777701811,OLD,Major
Auto,AAFPW,W,'02171991,M,Mobile,7777701812,OLD,Major
Auto,AAFPX,X,'02181991,M,Mobile,7777701813,OLD,Major
Auto,AAFPY,Y,'02191991,F,Mobile,7777701814,OLD,Major
Auto,AAFPZ,Z,'02201991,F,Mobile,7777701815,OLD,Major
Auto,AAFQA,A,'02211991,M,Mobile,7777701816,OLD,Major
Auto,AAFQB,B,'02221991,M,Mobile,7777701817,OLD,Major
Auto,AAFQC,C,'02231991,F,Mobile,7777701818,OLD,Major
Auto,AAFQD,D,'02241991,M,Mobile,7777701819,OLD,Major
Auto,AAFQE,E,'02251991,F,Mobile,7777701820,OLD,Major
Auto,AAFQF,F,'02261991,F,Mobile,7777701821,OLD,Major
Auto,AAFQG,G,'02271991,M,Mobile,7777701822,OLD,Major
Auto,AAFQH,H,'02281991,M,Mobile,7777701823,OLD,Major
Auto,AAFQI,I,'03011991,F,Mobile,7777701824,OLD,Major
Auto,AAFQJ,J,'03021991,F,Mobile,7777701825,OLD,Major
Auto,AAFQK,K,'03031991,M,Mobile,7777701826,OLD,Major
Auto,AAFQL,L,'03041991,M,Mobile,7777701827,OLD,Major
Auto,AAFQM,M,'03051991,F,Mobile,7777701828,OLD,Major
Auto,AAFQN,N,'03061991,M,Mobile,7777701829,OLD,Major
Auto,AAFQO,O,'03071991,F,Mobile,7777701830,OLD,Major
Auto,AAFQP,P,'03081991,F,Mobile,7777701831,OLD,Major
Auto,AAFQQ,Q,'03091991,M,Mobile,7777701832,OLD,Major
Auto,AAFQR,R,'03101991,M,Mobile,7777701833,OLD,Major
Auto,AAFQS,S,'03111991,F,Mobile,7777701834,OLD,Major
Auto,AAFQT,T,'03121991,F,Mobile,7777701835,OLD,Major
Auto,AAFQU,U,'03131991,M,Mobile,7777701836,OLD,Major
Auto,AAFQV,V,'03141991,M,Mobile,7777701837,OLD,Major
Auto,AAFQW,W,'03151991,F,Mobile,7777701838,OLD,Major
Auto,AAFQX,X,'03161991,M,Mobile,7777701839,OLD,Major
Auto,AAFQY,Y,'03171991,F,Mobile,7777701840,OLD,Major
Auto,AAFQZ,Z,'03181991,F,Mobile,7777701841,OLD,Major
Auto,AAFRA,A,'03191991,M,Mobile,7777701842,OLD,Major
Auto,AAFRB,B,'03201991,M,Mobile,7777701843,OLD,Major
Auto,AAFRC,C,'03211991,F,Mobile,7777701844,OLD,Major
Auto,AAFRD,D,'03221991,F,Mobile,7777701845,OLD,Major
Auto,AAFRE,E,'03231991,M,Mobile,7777701846,OLD,Major
Auto,AAFRF,F,'03241991,M,Mobile,7777701847,OLD,Major
Auto,AAFRG,G,'03251991,F,Mobile,7777701848,OLD,Major
Auto,AAFRH,H,'03261991,M,Mobile,7777701849,OLD,Major
Auto,AAFRI,I,'03271991,F,Mobile,7777701850,OLD,Major
Auto,AAFRJ,J,'03281991,F,Mobile,7777701851,OLD,Major
Auto,AAFRK,K,'03291991,M,Mobile,7777701852,OLD,Major
Auto,AAFRL,L,'03301991,M,Mobile,7777701853,OLD,Major
Auto,AAFRM,M,'03311991,F,Mobile,7777701854,OLD,Major
Auto,AAFRN,N,'04011991,F,Mobile,7777701855,OLD,Major
Auto,AAFRO,O,'04021991,M,Mobile,7777701856,OLD,Major
Auto,AAFRP,P,'04031991,M,Mobile,7777701857,OLD,Major
Auto,AAFRQ,Q,'04041991,F,Mobile,7777701858,OLD,Major
Auto,AAFRR,R,'04051991,M,Mobile,7777701859,OLD,Major
Auto,AAFRS,S,'04061991,F,Mobile,7777701860,OLD,Major
Auto,AAFRT,T,'04071991,F,Mobile,7777701861,OLD,Major
Auto,AAFRU,U,'04081991,M,Mobile,7777701862,OLD,Major
Auto,AAFRV,V,'04091991,M,Mobile,7777701863,OLD,Major
Auto,AAFRW,W,'04101991,F,Mobile,7777701864,OLD,Major
Auto,AAFRX,X,'04111991,F,Mobile,7777701865,OLD,Major
Auto,AAFRY,Y,'04121991,M,Mobile,7777701866,OLD,Major
Auto,AAFRZ,Z,'04131991,M,Mobile,7777701867,OLD,Major
Auto,AAFSA,A,'04141991,F,Mobile,7777701868,OLD,Major
Auto,AAFSB,B,'04151991,M,Mobile,7777701869,OLD,Major
Auto,AAFSC,C,'04161991,F,Mobile,7777701870,OLD,Major
Auto,AAFSD,D,'04171991,F,Mobile,7777701871,OLD,Major
Auto,AAFSE,E,'04181991,M,Mobile,7777701872,OLD,Major
Auto,AAFSF,F,'04191991,M,Mobile,7777701873,OLD,Major
Auto,AAFSG,G,'04201991,F,Mobile,7777701874,OLD,Major
Auto,AAFSH,H,'04211991,F,Mobile,7777701875,OLD,Major
Auto,AAFSI,I,'04221991,M,Mobile,7777701876,OLD,Major
Auto,AAFSJ,J,'04231991,M,Mobile,7777701877,OLD,Major
Auto,AAFSK,K,'04241991,F,Mobile,7777701878,OLD,Major
Auto,AAFSL,L,'04251991,M,Mobile,7777701879,OLD,Major
Auto,AAFSM,M,'04261991,F,Mobile,7777701880,OLD,Major
Auto,AAFSN,N,'04271991,F,Mobile,7777701881,OLD,Major
Auto,AAFSO,O,'04281991,M,Mobile,7777701882,OLD,Major
Auto,AAFSP,P,'04291991,M,Mobile,7777701883,OLD,Major
Auto,AAFSQ,Q,'04301991,F,Mobile,7777701884,OLD,Major
Auto,AAFSR,R,'05011991,F,Mobile,7777701885,OLD,Major
Auto,AAFSS,S,'05021991,M,Mobile,7777701886,OLD,Major
Auto,AAFST,T,'05031991,M,Mobile,7777701887,OLD,Major
Auto,AAFSU,U,'05041991,F,Mobile,7777701888,OLD,Major
Auto,AAFSV,V,'05051991,M,Mobile,7777701889,OLD,Major
Auto,AAFSW,W,'05061991,F,Mobile,7777701890,OLD,Major
Auto,AAFSX,X,'05071991,F,Mobile,7777701891,OLD,Major
Auto,AAFSY,Y,'05081991,M,Mobile,7777701892,OLD,Major
Auto,AAFSZ,Z,'05091991,M,Mobile,7777701893,OLD,Major
Auto,AAFTA,A,'05101991,F,Mobile,7777701894,OLD,Major
Auto,AAFTB,B,'05111991,F,Mobile,7777701895,OLD,Major
Auto,AAFTC,C,'05121991,M,Mobile,7777701896,OLD,Major
Auto,AAFTD,D,'05131991,M,Mobile,7777701897,OLD,Major
Auto,AAFTE,E,'05141991,F,Mobile,7777701898,OLD,Major
Auto,AAFTF,F,'05151991,M,Mobile,7777701899,OLD,Major
Auto,AAFTG,G,'05161991,F,Mobile,7777701900,OLD,Major
Auto,AAFTH,H,'05171991,F,Mobile,7777701901,OLD,Major
Auto,AAFTI,I,'05181991,M,Mobile,7777701902,OLD,Major
Auto,AAFTJ,J,'05191991,M,Mobile,7777701903,OLD,Major
Auto,AAFTK,K,'05201991,F,Mobile,7777701904,OLD,Major
Auto,AAFTL,L,'05211991,F,Mobile,7777701905,OLD,Major
Auto,AAFTM,M,'05221991,M,Mobile,7777701906,OLD,Major
Auto,AAFTN,N,'05231991,M,Mobile,7777701907,OLD,Major
Auto,AAFTO,O,'05241991,F,Mobile,7777701908,OLD,Major
Auto,AAFTP,P,'05251991,M,Mobile,7777701909,OLD,Major
Auto,AAFTQ,Q,'05261991,F,Mobile,7777701910,OLD,Major
Auto,AAFTR,R,'05271991,F,Mobile,7777701911,OLD,Major
Auto,AAFTS,S,'05281991,M,Mobile,7777701912,OLD,Major
Auto,AAFTT,T,'05291991,M,Mobile,7777701913,OLD,Major
Auto,AAFTU,U,'05301991,F,Mobile,7777701914,OLD,Major
Auto,AAFTV,V,'05311991,F,Mobile,7777701915,OLD,Major
Auto,AAFTW,W,'06011991,M,Mobile,7777701916,OLD,Major
Auto,AAFTX,X,'06021991,M,Mobile,7777701917,OLD,Major
Auto,AAFTY,Y,'06031991,F,Mobile,7777701918,OLD,Major
Auto,AAFTZ,Z,'06041991,M,Mobile,7777701919,OLD,Major
Auto,AAFUA,A,'06051991,F,Mobile,7777701920,OLD,Major
Auto,AAFUB,B,'06061991,F,Mobile,7777701921,OLD,Major
Auto,AAFUC,C,'06071991,M,Mobile,7777701922,OLD,Major
Auto,AAFUD,D,'06081991,M,Mobile,7777701923,OLD,Major
Auto,AAFUE,E,'06091991,F,Mobile,7777701924,OLD,Major
Auto,AAFUF,F,'06101991,F,Mobile,7777701925,OLD,Major
Auto,AAFUG,G,'06111991,M,Mobile,7777701926,OLD,Major
Auto,AAFUH,H,'06121991,M,Mobile,7777701927,OLD,Major
Auto,AAFUI,I,'06131991,F,Mobile,7777701928,OLD,Major
Auto,AAFUJ,J,'06141991,M,Mobile,7777701929,OLD,Major
Auto,AAFUK,K,'06151991,F,Mobile,7777701930,OLD,Major
Auto,AAFUL,L,'06161991,F,Mobile,7777701931,OLD,Major
Auto,AAFUM,M,'06171991,M,Mobile,7777701932,OLD,Major
Auto,AAFUN,N,'06181991,M,Mobile,7777701933,OLD,Major
Auto,AAFUO,O,'06191991,F,Mobile,7777701934,OLD,Major
Auto,AAFUP,P,'06201991,F,Mobile,7777701935,OLD,Major
Auto,AAFUQ,Q,'06211991,M,Mobile,7777701936,OLD,Major
Auto,AAFUR,R,'06221991,M,Mobile,7777701937,OLD,Major
Auto,AAFUS,S,'06231991,F,Mobile,7777701938,OLD,Major
Auto,AAFUT,T,'06241991,M,Mobile,7777701939,OLD,Major
Auto,AAFUU,U,'06251991,F,Mobile,7777701940,OLD,Major
Auto,AAFUV,V,'06261991,F,Mobile,7777701941,OLD,Major
Auto,AAFUW,W,'06271991,M,Mobile,7777701942,OLD,Major
Auto,AAFUX,X,'06281991,M,Mobile,7777701943,OLD,Major
Auto,AAFUY,Y,'06291991,F,Mobile,7777701944,OLD,Major
Auto,AAFUZ,Z,'06301991,F,Mobile,7777701945,OLD,Major
Auto,AAFVA,A,'07011991,M,Mobile,7777701946,OLD,Major
Auto,AAFVB,B,'07021991,M,Mobile,7777701947,OLD,Major
Auto,AAFVC,C,'07031991,F,Mobile,7777701948,OLD,Major
Auto,AAFVD,D,'07041991,M,Mobile,7777701949,OLD,Major
Auto,AAFVE,E,'07051991,F,Mobile,7777701950,OLD,Major
Auto,AAFVF,F,'07061991,F,Mobile,7777701951,OLD,Major
Auto,AAFVG,G,'07071991,M,Mobile,7777701952,OLD,Major
Auto,AAFVH,H,'07081991,M,Mobile,7777701953,OLD,Major
Auto,AAFVI,I,'07091991,F,Mobile,7777701954,OLD,Major
Auto,AAFVJ,J,'07101991,F,Mobile,7777701955,OLD,Major
Auto,AAFVK,K,'07111991,M,Mobile,7777701956,OLD,Major
Auto,AAFVL,L,'07121991,M,Mobile,7777701957,OLD,Major
Auto,AAFVM,M,'07131991,F,Mobile,7777701958,OLD,Major
Auto,AAFVN,N,'07141991,M,Mobile,7777701959,OLD,Major
Auto,AAFVO,O,'07151991,F,Mobile,7777701960,OLD,Major
Auto,AAFVP,P,'07161991,F,Mobile,7777701961,OLD,Major
Auto,AAFVQ,Q,'07171991,M,Mobile,7777701962,OLD,Major
Auto,AAFVR,R,'07181991,M,Mobile,7777701963,OLD,Major
Auto,AAFVS,S,'07191991,F,Mobile,7777701964,NEW,Major
Auto,AAFVT,T,'07201991,F,Mobile,7777701965,NEW,Major
Auto,AAFVU,U,'07211991,M,Mobile,7777701966,NEW,Major
Auto,AAFVV,V,'07221991,M,Mobile,7777701967,NEW,Major
Auto,AAFVW,W,'07231991,F,Mobile,7777701968,NEW,Major
Auto,AAFVX,X,'07241991,M,Mobile,7777701969,NEW,Major
Auto,AAFVY,Y,'07251991,F,Mobile,7777701970,NEW,Major
Auto,AAFVZ,Z,'07261991,F,Mobile,7777701971,NEW,Major
Auto,AAFWA,A,'07271991,M,Mobile,7777701972,NEW,Major
Auto,AAFWB,B,'07281991,M,Mobile,7777701973,NEW,Major
Auto,AAFWC,C,'07291991,F,Mobile,7777701974,NEW,Major
Auto,AAFWD,D,'07301991,F,Mobile,7777701975,NEW,Major
Auto,AAFWE,E,'07311991,M,Mobile,7777701976,NEW,Major
Auto,AAFWF,F,'08011991,M,Mobile,7777701977,NEW,Major
Auto,AAFWG,G,'08021991,F,Mobile,7777701978,NEW,Major
Auto,AAFWH,H,'08031991,M,Mobile,7777701979,NEW,Major
Auto,AAFWI,I,'08041991,F,Mobile,7777701980,NEW,Major
Auto,AAFWJ,J,'08051991,F,Mobile,7777701981,NEW,Major
Auto,AAFWK,K,'08061991,M,Mobile,7777701982,NEW,Major
Auto,AAFWL,L,'08071991,M,Mobile,7777701983,NEW,Major
Auto,AAFWM,M,'08081991,F,Mobile,7777701984,NEW,Major
Auto,AAFWN,N,'08091991,F,Mobile,7777701985,NEW,Major
Auto,AAFWO,O,'08101991,M,Mobile,7777701986,NEW,Major
Auto,AAFWP,P,'08111991,F,Mobile,7777701987,NEW,Major
Auto,AAFWQ,Q,'08121991,F,Mobile,7777701988,NEW,Major
Auto,AAFWR,R,'08131991,M,Mobile,7777701989,NEW,Major
Auto,AAFWS,S,'08141991,M,Mobile,7777701990,NEW,Major
Auto,AAFWT,T,'08151991,M,Mobile,7777701991,NEW,Major
Auto,AAFWU,U,'08161991,F,Mobile,7777701992,NEW,Major
Auto,AAFWV,V,'08171991,M,Mobile,7777701993,NEW,Major
Auto,AAFWW,W,'08181991,F,Mobile,7777701994,NEW,Major
Auto,AAFWX,X,'08191991,M,Mobile,7777701995,NEW,Major
Auto,AAFWY,Y,'08201991,F,Mobile,7777701996,NEW,Major
Auto,AAFWZ,Z,'08211991,F,Mobile,7777701997,NEW,Major
Auto,AAFXA,A,'08221991,M,Mobile,7777701998,NEW,Major
Auto,AAFXB,B,'08231991,M,Mobile,7777701999,NEW,Major
Auto,AAFXC,C,'08241991,M,Mobile,7777702000,NEW,Major
Auto,AAFXD,D,'08251991,F,Mobile,7777702001,NEW,Major
Auto,AAFXE,E,'08261991,M,Mobile,7777702002,NEW,Major
Auto,AAFXF,F,'08271991,F,Mobile,7777702003,NEW,Major
Auto,AAFXG,G,'08281991,M,Mobile,7777702004,NEW,Major
Auto,AAFXH,H,'08291991,M,Mobile,7777702005,NEW,Major
Auto,AAFXI,I,'08301991,F,Mobile,7777702006,NEW,Major
Auto,AAFXJ,J,'08311991,F,Mobile,7777702007,NEW,Major
Auto,AAFXK,K,'09011991,M,Mobile,7777702008,NEW,Major
Auto,AAFXL,L,'09021991,M,Mobile,7777702009,NEW,Major
Auto,AAFXM,M,'09031991,F,Mobile,7777702010,NEW,Major
Auto,AAFXN,N,'09041991,M,Mobile,7777702011,NEW,Major
Auto,AAFXO,O,'09051991,F,Mobile,7777702012,NEW,Major
Auto,AAFXP,P,'09061991,F,Mobile,7777702013,NEW,Major
Auto,AAFXQ,Q,'09071991,M,Mobile,7777702014,NEW,Major
Auto,AAFXR,R,'09081991,M,Mobile,7777702015,NEW,Major
Auto,AAFXS,S,'09091991,F,Mobile,7777702016,NEW,Major
Auto,AAFXT,T,'09101991,F,Mobile,7777702017,NEW,Major
Auto,AAFXU,U,'09111991,M,Mobile,7777702018,NEW,Major
Auto,AAFXV,V,'09121991,M,Mobile,7777702019,NEW,Major
Auto,AAFXW,W,'09131991,F,Mobile,7777702020,NEW,Major
Auto,AAFXX,X,'09141991,M,Mobile,7777702021,NEW,Major
Auto,AAFXY,Y,'09151991,F,Mobile,7777702022,NEW,Major
Auto,AAFXZ,Z,'09161991,F,Mobile,7777702023,NEW,Major
Auto,AAFYA,A,'09171991,M,Mobile,7777702024,NEW,Major
Auto,AAFYB,B,'09181991,M,Mobile,7777702025,NEW,Major
Auto,AAFYC,C,'09191991,F,Mobile,7777702026,NEW,Major
Auto,AAFYD,D,'09201991,F,Mobile,7777702027,NEW,Major
Auto,AAFYE,E,'09211991,M,Mobile,7777702028,NEW,Major
Auto,AAFYF,F,'09221991,M,Mobile,7777702029,NEW,Major
Auto,AAFYG,G,'09231991,F,Mobile,7777702030,NEW,Major
Auto,AAFYH,H,'09241991,M,Mobile,7777702031,NEW,Major
Auto,AAFYI,I,'09251991,F,Mobile,7777702032,NEW,Major
Auto,AAFYJ,J,'09261991,F,Mobile,7777702033,NEW,Major
Auto,AAFYK,K,'09271991,M,Mobile,7777702034,NEW,Major
Auto,AAFYL,L,'09281991,M,Mobile,7777702035,NEW,Major
Auto,AAFYM,M,'09291991,F,Mobile,7777702036,NEW,Major
Auto,AAFYN,N,'09301991,F,Mobile,7777702037,NEW,Major
Auto,AAFYO,O,'10011991,M,Mobile,7777702038,NEW,Major
Auto,AAFYP,P,'10021991,M,Mobile,7777702039,NEW,Major
Auto,AAFYQ,Q,'10031991,F,Mobile,7777702040,NEW,Major
Auto,AAFYR,R,'10041991,M,Mobile,7777702041,NEW,Major
Auto,AAFYS,S,'10051991,F,Mobile,7777702042,NEW,Major
Auto,AAFYT,T,'10061991,F,Mobile,7777702043,NEW,Major
Auto,AAFYU,U,'10071991,M,Mobile,7777702044,NEW,Major
Auto,AAFYV,V,'10081991,M,Mobile,7777702045,NEW,Major
Auto,AAFYW,W,'10091991,F,Mobile,7777702046,NEW,Major
Auto,AAFYX,X,'10101991,F,Mobile,7777702047,NEW,Major
Auto,AAFYY,Y,'10111991,M,Mobile,7777702048,NEW,Major
Auto,AAFYZ,Z,'10121991,M,Mobile,7777702049,NEW,Major
Auto,AAFZA,A,'10131991,F,Mobile,7777702050,NEW,Major
Auto,AAFZB,B,'10141991,M,Mobile,7777702051,NEW,Major
Auto,AAFZC,C,'10151991,F,Mobile,7777702052,NEW,Major
Auto,AAFZD,D,'10161991,F,Mobile,7777702053,NEW,Major
Auto,AAFZE,E,'10171991,M,Mobile,7777702054,NEW,Major
Auto,AAFZF,F,'10181991,M,Mobile,7777702055,NEW,Major
Auto,AAFZG,G,'10191991,F,Mobile,7777702056,NEW,Major
Auto,AAFZH,H,'10201991,F,Mobile,7777702057,NEW,Major
Auto,AAFZI,I,'10211991,M,Mobile,7777702058,NEW,Major
Auto,AAFZJ,J,'10221991,M,Mobile,7777702059,NEW,Major
Auto,AAFZK,K,'10231991,F,Mobile,7777702060,NEW,Major
Auto,AAFZL,L,'10241991,M,Mobile,7777702061,NEW,Major
Auto,AAFZM,M,'10251991,F,Mobile,7777702062,NEW,Major
Auto,AAFZN,N,'10261991,F,Mobile,7777702063,NEW,Major
Auto,AAFZO,O,'10271991,M,Mobile,7777702064,NEW,Major
Auto,AAFZP,P,'10281991,M,Mobile,7777702065,NEW,Major
Auto,AAFZQ,Q,'10291991,F,Mobile,7777702066,NEW,Major
Auto,AAFZR,R,'10301991,F,Mobile,7777702067,NEW,Major
Auto,AAFZS,S,'10311991,M,Mobile,7777702068,NEW,Major
Auto,AAFZT,T,'11011991,M,Mobile,7777702069,NEW,Major
Auto,AAFZU,U,'11021991,F,Mobile,7777702070,NEW,Major
Auto,AAFZV,V,'11031991,M,Mobile,7777702071,NEW,Major
Auto,AAFZW,W,'11041991,F,Mobile,7777702072,NEW,Major
Auto,AAFZX,X,'11051991,F,Mobile,7777702073,NEW,Major
Auto,AAFZY,Y,'11061991,M,Mobile,7777702074,NEW,Major
Auto,AAFZZ,Z,'11071991,M,Mobile,7777702075,NEW,Major
Auto,AABZA,A,'11082005,F,Mobile,7777702076,NEW,Minor
Auto,AABZB,B,'11092005,F,Mobile,7777702077,NEW,Minor
Auto,AABZC,C,'11102005,M,Mobile,7777702078,NEW,Minor
Auto,AABZD,D,'11112005,M,Mobile,7777702079,NEW,Minor
Auto,AABZE,E,'11122005,F,Mobile,7777702080,NEW,Minor
Auto,AABZF,F,'11132005,M,Mobile,7777702081,NEW,Minor
Auto,AABZG,G,'11142005,F,Mobile,7777702082,NEW,Minor
Auto,AABZH,H,'11152005,F,Mobile,7777702083,NEW,Minor
Auto,AABZI,I,'11162005,M,Mobile,7777702084,NEW,Minor
Auto,AABZJ,J,'11172005,M,Mobile,7777702085,NEW,Minor
Auto,AABZK,K,'11182005,F,Mobile,7777702086,NEW,Minor
Auto,AABZL,L,'11192005,F,Mobile,7777702087,NEW,Minor
Auto,AABZM,M,'11202005,M,Mobile,7777702088,NEW,Minor
Auto,AABZN,N,'11212005,M,Mobile,7777702089,NEW,Minor
Auto,AABZO,O,'11222005,F,Mobile,7777702090,NEW,Minor
Auto,AABZP,P,'11232005,M,Mobile,7777702091,NEW,Minor
Auto,AABZQ,Q,'11242005,F,Mobile,7777702092,NEW,Minor
Auto,AABZR,R,'11252005,F,Mobile,7777702093,NEW,Minor
Auto,AABZS,S,'11262005,M,Mobile,7777702094,NEW,Minor
Auto,AABZT,T,'11272005,M,Mobile,7777702095,NEW,Minor
Auto,AABZU,U,'11282005,F,Mobile,7777702096,NEW,Minor
Auto,AABZV,V,'11292005,F,Mobile,7777702097,NEW,Minor
Auto,AABZW,W,'11302005,M,Mobile,7777702098,NEW,Minor
Auto,AABZX,X,'12012005,M,Mobile,7777702099,NEW,Minor
Auto,AABZY,Y,'12022005,F,Mobile,7777702100,NEW,Minor
Auto,AABZZ,Z,'12032005,M,Mobile,7777702101,NEW,Minor
